order_id,order_date,customer_type,order_status
O0000543,2025-08-25,New,Delivered
O0000544,2026-06-23,Repeat,Delivered
O0000545,2026-06-09,Repeat,Returned
O0000546,2026-05-26,New,Delivered
O0000547,2026-01-18,Repeat,Delivered
O0000548,2025-12-01,New,Delivered
O0000549,2025-10-01,Repeat,Cancelled
O0000550,2026-02-19,New,Delivered
O0000551,2026-02-05,New,Delivered
O0000552,2025-09-24,New,Delivered
O0000553,2026-01-13,New,Delivered
O0000554,2025-10-30,Repeat,Delivered
O0000555,2026-06-25,Repeat,Delivered
O0000556,2025-08-28,Repeat,Cancelled
O0000557,2025-12-04,Repeat,Delivered
O0000558,2026-01-13,New,Delivered
O0000559,2026-02-16,New,Delivered
O0000560,2025-09-19,Repeat,Delivered
O0000561,2026-04-27,New,Delivered
O0000562,2025-11-11,Repeat,Delivered
O0000563,2025-08-10,New,Delivered
O0000564,2026-01-02,Repeat,Delivered
O0000565,2025-08-03,New,Delivered
O0000566,2025-11-20,Repeat,Delivered
O0000567,2026-05-03,Repeat,Delivered
O0000568,2026-07-05,Repeat,Delivered
O0000569,2026-01-30,New,Delivered
O0000570,2025-12-14,New,Delivered
O0000571,2026-03-15,New,Cancelled
O0000572,2025-11-01,Repeat,Delivered
O0000573,2025-09-01,New,Delivered
O0000574,2026-01-28,Repeat,Delivered
O0000575,2026-04-23,Repeat,Delivered
O0000576,2026-01-26,Repeat,Delivered
O0000577,2026-07-31,New,Delivered
O0000578,2025-08-24,Repeat,Delivered
O0000579,2026-07-20,New,Cancelled
O0000580,2025-12-27,Repeat,Cancelled
O0000581,2026-01-24,New,Delivered
O0000582,2025-11-17,New,Delivered
O0000583,2026-06-19,New,Cancelled
O0000584,2026-07-09,New,Delivered
O0000585,2025-09-24,New,Delivered
O0000586,2025-09-28,Repeat,Delivered
O0000587,2026-07-17,New,Delivered
O0000588,2025-12-21,New,Delivered
O0000589,2026-04-09,New,Cancelled
O0000590,2025-12-16,Repeat,Delivered
O0000591,2025-12-14,New,Delivered
O0000592,2026-07-05,New,Delivered
O0000593,2025-09-18,New,Delivered
O0000594,2025-09-06,Repeat,Delivered
O0000595,2025-09-18,New,Delivered
O0000596,2026-06-12,New,Delivered
O0000597,2026-02-24,New,Delivered
O0000598,2025-09-14,New,Delivered
O0000599,2025-08-03,New,Returned
O0000600,2026-06-18,Repeat,Delivered
O0000601,2026-01-16,Repeat,Delivered
O0000602,2026-02-08,New,Delivered
O0000603,2025-11-12,New,Delivered
O0000604,2025-11-09,New,Delivered
O0000605,2025-12-25,New,Delivered
O0000606,2025-08-18,New,Delivered
O0000607,2026-07-04,New,Delivered
O0000608,2026-03-07,New,Delivered
O0000609,2026-03-12,Repeat,Delivered
O0000610,2026-04-15,New,Delivered
O0000611,2026-04-25,New,Delivered
O0000612,2026-01-03,New,Delivered
O0000613,2025-08-05,New,Delivered
O0000614,2026-07-23,Repeat,Delivered
O0000615,2026-01-29,Repeat,Delivered
O0000616,2026-05-01,New,Delivered
O0000617,2026-05-13,Repeat,Delivered
O0000618,2025-09-19,New,Delivered
O0000619,2026-01-01,Repeat,Delivered
O0000620,2026-07-29,Repeat,Delivered
O0000621,2026-02-07,Repeat,Delivered
O0000622,2026-06-08,New,Delivered
O0000623,2026-03-27,Repeat,Delivered
O0000624,2026-06-17,Repeat,Delivered
O0000625,2026-05-21,New,Delivered
O0000626,2026-03-30,New,Delivered
O0000627,2026-03-02,New,Cancelled
O0000628,2026-03-10,New,Delivered
O0000629,2026-03-20,New,Delivered
O0000630,2026-04-04,New,Delivered
O0000631,2026-04-18,New,Delivered
O0000632,2025-10-12,New,Delivered
O0000633,2026-03-16,Repeat,Delivered
O0000634,2026-04-01,New,Delivered
O0000635,2026-02-06,Repeat,Delivered
O0000636,2025-12-11,New,Delivered
O0000637,2026-04-26,Repeat,Delivered
O0000638,2025-12-19,New,Delivered
O0000639,2025-08-20,New,Delivered
O0000640,2026-06-11,New,Delivered
O0000641,2026-02-05,New,Delivered
O0000642,2025-11-11,Repeat,Delivered
O0000643,2025-09-16,Repeat,Delivered
O0000644,2025-08-04,New,Delivered
O0000645,2025-09-01,New,Delivered
O0000646,2025-12-08,New,Delivered
O0000647,2025-08-08,New,Cancelled
O0000648,2025-11-06,New,Returned
O0000649,2026-03-28,New,Delivered
O0000650,2026-07-10,New,Returned
O0000651,2025-08-19,New,Delivered
O0000652,2025-12-04,New,Delivered
O0000653,2026-06-22,Repeat,Delivered
O0000654,2026-05-14,New,Delivered
O0000655,2025-10-23,Repeat,Delivered
O0000656,2026-06-08,New,Delivered
O0000657,2025-11-14,New,Delivered
O0000658,2026-01-24,New,Delivered
O0000659,2025-08-09,Repeat,Delivered
O0000660,2025-12-22,Repeat,Delivered
O0000661,2025-11-13,Repeat,Delivered
O0000662,2026-07-28,Repeat,Delivered
O0000663,2026-06-12,Repeat,Delivered
O0000664,2026-06-01,Repeat,Delivered
O0000665,2025-08-04,Repeat,Delivered
O0000666,2025-12-26,New,Delivered
O0000667,2026-06-06,Repeat,Delivered
O0000668,2025-11-28,New,Delivered
O0000669,2026-03-22,Repeat,Delivered
O0000670,2025-11-06,New,Delivered
O0000671,2026-04-01,New,Delivered
O0000672,2025-08-17,Repeat,Delivered
O0000673,2026-01-21,New,Delivered
O0000674,2025-10-11,Repeat,Cancelled
O0000675,2026-05-25,New,Delivered
O0000676,2025-09-29,New,Delivered
O0000677,2025-11-26,Repeat,Delivered
O0000678,2026-08-11,New,Delivered
O0000679,2026-02-25,Repeat,Delivered
O0000680,2026-01-15,New,Delivered
O0000681,2026-02-10,Repeat,Delivered
O0000682,2025-12-11,Repeat,Delivered
O0000683,2026-08-08,Repeat,Cancelled
O0000684,2026-02-20,Repeat,Delivered
O0000685,2026-06-06,New,Delivered
O0000686,2026-03-08,Repeat,Delivered
O0000687,2026-06-30,Repeat,Delivered
O0000688,2025-08-03,New,Delivered
O0000689,2026-02-17,New,Delivered
O0000690,2026-03-11,Repeat,Delivered
O0000691,2025-12-26,Repeat,Delivered
O0000692,2026-05-21,New,Delivered
O0000693,2026-08-03,New,Delivered
